date,hour,location_id,location_name,zone,congestion_score,avg_speed_kmph,violations,accident_count,accident_severity,rain_flag,crowd_score,special_event,historical_risk,risk_score,risk_level
2025-03-13,8,J005,Zero Mile,Sitabuldi,67.6,21.1,14,0,0,0,78.4,0,31.2,48.59,Yellow
2025-03-13,8,J006,Munje Square,Sitabuldi,74.0,19.8,11,0,0,0,55.5,0,46.3,47.84,Yellow
2025-03-13,9,J001,Variety Square,Sitabuldi,52.7,29.3,4,0,0,0,58.2,0,42.6,32.68,Yellow
2025-03-13,9,J002,Panchsheel Square,Sitabuldi,83.6,18.5,14,0,0,0,56.9,0,56.6,51.44,Orange
2025-03-13,9,J003,Jhansi Rani Square,Sitabuldi,50.5,23.0,11,0,0,1,31.2,0,38.0,43.73,Yellow
2025-03-13,9,J004,GPO Square,Sitabuldi,64.0,29.4,4,0,0,0,81.9,0,23.5,38.68,Yellow
2025-03-13,9,J005,Zero Mile,Sitabuldi,71.4,32.2,9,0,0,0,65.5,0,49.5,47.23,Yellow
2025-03-13,9,J006,Munje Square,Sitabuldi,49.4,31.0,6,0,0,0,27.5,0,41.7,30.04,Yellow
2025-03-13,10,J001,Variety Square,Sitabuldi,32.6,33.7,4,0,0,0,31.3,0,79.6,24.47,Green
2025-03-13,10,J002,Panchsheel Square,Sitabuldi,54.5,23.8,4,0,0,1,17.0,0,58.9,34.84,Yellow
2025-03-13,10,J003,Jhansi Rani Square,Sitabuldi,27.8,37.6,0,0,0,0,100.0,0,47.2,25.7,Yellow
2025-03-13,10,J004,GPO Square,Sitabuldi,55.3,23.4,5,0,0,1,52.5,0,23.4,40.13,Yellow
2025-03-13,10,J005,Zero Mile,Sitabuldi,41.8,29.5,9,0,0,0,24.1,0,25.7,30.93,Yellow
2025-03-13,10,J006,Munje Square,Sitabuldi,40.5,31.6,2,0,0,0,58.5,0,57.9,26.82,Yellow
2025-03-13,13,J001,Variety Square,Sitabuldi,52.9,39.4,5,0,0,0,18.3,0,53.9,28.82,Yellow
2025-03-13,13,J002,Panchsheel Square,Sitabuldi,15.5,30.5,2,0,0,0,31.6,0,31.4,13.96,Green
2025-03-13,13,J003,Jhansi Rani Square,Sitabuldi,22.1,35.4,4,0,0,0,26.3,0,40.4,18.6,Green
2025-03-13,13,J004,GPO Square,Sitabuldi,44.3,29.8,4,0,0,0,39.7,0,37.1,27.1,Yellow
2025-03-13,13,J005,Zero Mile,Sitabuldi,15.7,39.7,2,0,0,1,40.9,0,52.2,23.45,Green
2025-03-13,13,J006,Munje Square,Sitabuldi,50.7,27.7,1,0,0,0,29.7,0,47.8,23.55,Green
2025-03-13,17,J001,Variety Square,Sitabuldi,73.1,32.2,8,0,0,0,23.4,0,60.5,40.47,Yellow
2025-03-13,17,J002,Panchsheel Square,Sitabuldi,33.1,37.4,5,0,0,1,40.8,0,55.6,33.33,Yellow
2025-03-13,17,J003,Jhansi Rani Square,Sitabuldi,75.0,29.5,9,0,0,0,54.1,0,33.0,45.76,Yellow
2025-03-13,17,J004,GPO Square,Sitabuldi,54.1,27.5,5,0,0,1,52.1,0,44.6,40.77,Yellow
2025-03-13,17,J005,Zero Mile,Sitabuldi,91.0,21.5,8,0,0,0,77.3,0,60.6,53.93,Orange
2025-03-13,17,J006,Munje Square,Sitabuldi,61.3,29.8,10,0,0,1,46.2,0,15.7,48.11,Yellow
2025-03-13,18,J001,Variety Square,Sitabuldi,68.3,35.1,9,0,0,1,84.6,0,62.5,56.82,Orange
2025-03-13,18,J002,Panchsheel Square,Sitabuldi,72.2,26.1,3,0,0,0,39.0,0,49.7,34.48,Yellow
2025-03-13,18,J003,Jhansi Rani Square,Sitabuldi,79.1,27.9,6,0,0,0,55.7,0,33.7,42.76,Yellow
2025-03-13,18,J004,GPO Square,Sitabuldi,58.0,30.5,5,0,0,0,45.4,0,62.4,34.84,Yellow
2025-03-13,18,J005,Zero Mile,Sitabuldi,83.1,21.2,4,0,0,1,40.3,0,5.7,44.27,Yellow
2025-03-13,18,J006,Munje Square,Sitabuldi,65.7,22.7,5,0,0,0,25.6,0,25.5,32.32,Yellow
2025-03-13,19,J001,Variety Square,Sitabuldi,72.6,22.4,8,0,0,1,72.1,0,65.9,54.9,Orange
2025-03-13,19,J002,Panchsheel Square,Sitabuldi,59.6,30.8,5,0,0,0,85.9,0,39.1,40.22,Yellow
2025-03-13,19,J003,Jhansi Rani Square,Sitabuldi,65.9,27.3,7,0,0,0,72.0,0,33.6,42.74,Yellow
2025-03-13,19,J004,GPO Square,Sitabuldi,98.8,15.8,5,0,0,0,50.7,0,48.4,47.16,Yellow
2025-03-13,19,J005,Zero Mile,Sitabuldi,69.3,21.9,7,0,0,1,43.0,0,47.8,47.11,Yellow
2025-03-13,19,J006,Munje Square,Sitabuldi,50.6,28.9,12,0,0,0,59.4,0,41.8,41.17,Yellow
2025-03-13,20,J001,Variety Square,Sitabuldi,27.0,36.4,3,0,0,1,38.2,0,59.6,28.31,Yellow
2025-03-13,20,J002,Panchsheel Square,Sitabuldi,28.0,38.4,3,0,0,1,65.6,0,45.1,31.99,Yellow
2025-03-13,20,J003,Jhansi Rani Square,Sitabuldi,32.4,37.8,8,0,0,0,18.8,0,63.0,27.68,Yellow
2025-03-13,20,J004,GPO Square,Sitabuldi,43.7,32.7,4,0,0,0,22.1,0,28.7,23.87,Green
2025-03-13,20,J005,Zero Mile,Sitabuldi,28.3,35.2,5,0,0,0,10.3,1,34.1,24.51,Green
2025-03-13,20,J006,Munje Square,Sitabuldi,30.2,42.6,2,0,0,0,0.0,0,55.1,14.82,Green
2025-03-14,8,J001,Variety Square,Sitabuldi,74.7,29.9,5,0,0,0,82.3,0,63.8,45.44,Yellow
2025-03-14,8,J002,Panchsheel Square,Sitabuldi,75.6,17.5,4,0,0,0,69.8,0,37.5,41.04,Yellow
2025-03-14,8,J003,Jhansi Rani Square,Sitabuldi,56.1,31.7,4,0,0,0,47.0,0,29.9,31.37,Yellow
2025-03-14,8,J004,GPO Square,Sitabuldi,53.2,30.5,7,0,0,0,64.3,0,26.7,37.43,Yellow
2025-03-14,8,J005,Zero Mile,Sitabuldi,85.4,19.5,6,0,0,0,27.9,0,34.0,40.52,Yellow
2025-03-14,8,J006,Munje Square,Sitabuldi,86.5,23.4,8,0,0,0,49.1,0,7.6,45.7,Yellow
2025-03-14,9,J001,Variety Square,Sitabuldi,80.2,24.1,9,0,0,0,65.2,0,51.7,49.93,Yellow
2025-03-14,9,J002,Panchsheel Square,Sitabuldi,63.5,28.6,3,0,0,0,77.8,0,37.1,37.08,Yellow
2025-03-14,9,J003,Jhansi Rani Square,Sitabuldi,58.6,29.4,8,0,0,0,53.5,0,55.1,40.37,Yellow
2025-03-14,9,J004,GPO Square,Sitabuldi,37.5,31.8,5,0,0,0,83.7,0,40.4,33.32,Yellow
2025-03-14,9,J005,Zero Mile,Sitabuldi,62.6,36.7,7,0,0,0,58.5,0,35.7,39.84,Yellow
2025-03-14,9,J006,Munje Square,Sitabuldi,78.5,18.6,12,0,0,0,49.8,0,23.1,47.17,Yellow
2025-03-14,10,J001,Variety Square,Sitabuldi,61.1,30.1,9,0,0,0,21.7,0,39.5,37.08,Yellow
2025-03-14,10,J002,Panchsheel Square,Sitabuldi,12.8,42.4,2,0,0,0,5.6,0,58.4,10.59,Green
2025-03-14,10,J003,Jhansi Rani Square,Sitabuldi,30.9,44.8,4,0,0,1,28.7,0,45.2,28.82,Yellow
2025-03-14,10,J004,GPO Square,Sitabuldi,42.3,34.7,3,0,0,0,22.7,0,28.5,22.03,Green
2025-03-14,10,J005,Zero Mile,Sitabuldi,37.6,39.5,7,0,0,0,30.0,0,31.1,27.83,Yellow
2025-03-14,10,J006,Munje Square,Sitabuldi,43.2,28.0,5,0,0,0,54.9,0,54.8,31.42,Yellow
2025-03-14,13,J001,Variety Square,Sitabuldi,63.4,28.5,3,0,0,0,50.5,0,37.3,32.96,Yellow
2025-03-14,13,J002,Panchsheel Square,Sitabuldi,47.8,27.6,1,0,0,1,19.9,0,42.3,27.94,Yellow
2025-03-14,13,J003,Jhansi Rani Square,Sitabuldi,50.6,25.2,5,0,0,0,44.3,0,44.9,31.59,Yellow
2025-03-14,13,J004,GPO Square,Sitabuldi,59.5,29.8,4,0,0,0,54.8,0,16.0,32.87,Yellow
2025-03-14,13,J005,Zero Mile,Sitabuldi,26.9,41.6,3,0,0,0,45.4,0,54.6,22.11,Green
2025-03-14,13,J006,Munje Square,Sitabuldi,47.8,42.1,4,0,0,0,44.8,0,34.5,28.79,Yellow
2025-03-14,17,J001,Variety Square,Sitabuldi,78.3,30.0,6,0,0,0,50.6,0,58.0,42.98,Yellow
2025-03-14,17,J002,Panchsheel Square,Sitabuldi,49.8,32.3,10,0,0,0,27.6,0,65.3,37.34,Yellow
2025-03-14,17,J003,Jhansi Rani Square,Sitabuldi,63.1,27.9,10,0,0,0,33.4,0,35.6,40.73,Yellow
2025-03-14,17,J004,GPO Square,Sitabuldi,76.3,23.2,8,0,0,0,54.3,0,0.5,43.07,Yellow
2025-03-14,17,J005,Zero Mile,Sitabuldi,75.9,24.5,8,0,0,0,48.8,0,17.6,42.96,Yellow
2025-03-14,17,J006,Munje Square,Sitabuldi,49.8,36.0,13,0,0,0,87.8,0,43.7,45.31,Yellow
2025-03-14,18,J001,Variety Square,Sitabuldi,70.9,26.3,14,0,0,1,64.0,0,50.6,55.4,Orange
2025-03-14,18,J002,Panchsheel Square,Sitabuldi,62.1,25.3,6,0,0,0,84.7,0,41.2,42.41,Yellow
2025-03-14,18,J003,Jhansi Rani Square,Sitabuldi,76.3,23.5,6,0,0,0,59.5,0,47.1,43.16,Yellow
2025-03-14,18,J004,GPO Square,Sitabuldi,68.0,29.4,9,0,0,1,45.2,0,22.9,48.84,Yellow
2025-03-14,18,J005,Zero Mile,Sitabuldi,45.9,24.2,17,0,0,0,34.1,0,31.7,35.47,Yellow
2025-03-14,18,J006,Munje Square,Sitabuldi,74.9,25.3,7,0,0,0,61.8,0,31.4,43.82,Yellow
2025-03-14,19,J001,Variety Square,Sitabuldi,73.6,25.9,6,0,0,1,82.9,0,51.1,53.06,Orange
2025-03-14,19,J002,Panchsheel Square,Sitabuldi,88.5,24.1,3,0,0,0,78.7,0,29.8,44.35,Yellow
2025-03-14,19,J003,Jhansi Rani Square,Sitabuldi,68.3,28.8,7,0,0,1,54.8,0,30.9,47.76,Yellow
2025-03-14,19,J004,GPO Square,Sitabuldi,89.5,21.9,10,0,0,0,62.8,0,29.3,52.75,Orange
2025-03-14,19,J005,Zero Mile,Sitabuldi,66.3,26.2,6,0,0,1,47.2,0,43.4,45.14,Yellow
2025-03-14,19,J006,Munje Square,Sitabuldi,84.7,22.1,7,0,0,0,56.4,0,33.3,46.05,Yellow
2025-03-14,20,J001,Variety Square,Sitabuldi,23.4,48.2,5,0,0,0,47.8,0,52.0,24.29,Green
2025-03-14,20,J002,Panchsheel Square,Sitabuldi,38.4,32.9,1,0,0,0,26.9,1,57.1,25.15,Yellow
2025-03-14,20,J003,Jhansi Rani Square,Sitabuldi,26.3,44.8,3,0,0,0,28.2,0,41.8,18.71,Green
2025-03-14,20,J004,GPO Square,Sitabuldi,37.0,34.5,2,0,0,0,36.1,0,34.3,21.24,Green
2025-03-14,20,J005,Zero Mile,Sitabuldi,26.7,43.3,1,0,0,0,25.7,0,36.6,15.21,Green
2025-03-14,20,J006,Munje Square,Sitabuldi,31.6,38.4,4,0,0,1,71.0,0,55.9,35.93,Yellow
2025-03-15,8,J001,Variety Square,Sitabuldi,78.7,20.7,11,0,0,0,48.2,0,59.8,48.83,Yellow
2025-03-15,8,J002,Panchsheel Square,Sitabuldi,76.5,26.8,8,0,0,0,67.4,0,64.4,48.28,Yellow
2025-03-15,8,J003,Jhansi Rani Square,Sitabuldi,69.8,28.6,4,0,0,1,80.8,0,23.4,47.21,Yellow
2025-03-15,8,J004,GPO Square,Sitabuldi,54.6,29.6,6,0,0,0,67.9,0,35.5,37.35,Yellow
2025-03-15,8,J005,Zero Mile,Sitabuldi,34.5,42.4,5,0,0,0,56.7,0,34.2,28.06,Yellow
2025-03-15,8,J006,Munje Square,Sitabuldi,67.5,21.5,5,0,0,0,79.0,0,41.7,41.68,Yellow
2025-03-15,9,J001,Variety Square,Sitabuldi,66.3,34.0,10,0,0,1,57.2,0,39.1,52.44,Orange
2025-03-15,9,J002,Panchsheel Square,Sitabuldi,67.8,23.1,10,0,0,0,68.7,0,64.6,48.87,Yellow
2025-03-15,9,J003,Jhansi Rani Square,Sitabuldi,57.5,39.6,7,0,0,0,55.2,0,41.8,38.12,Yellow
2025-03-15,9,J004,GPO Square,Sitabuldi,55.5,27.1,11,0,0,1,51.6,0,33.9,48.08,Yellow
2025-03-15,9,J005,Zero Mile,Sitabuldi,73.5,26.7,2,0,0,0,26.9,0,50.0,31.59,Yellow
2025-03-15,9,J006,Munje Square,Sitabuldi,49.5,30.7,6,0,0,0,43.0,0,63.5,33.46,Yellow
2025-03-15,10,J001,Variety Square,Sitabuldi,25.9,42.5,4,0,0,0,25.2,0,36.0,19.36,Green
2025-03-15,10,J002,Panchsheel Square,Sitabuldi,25.7,46.1,2,0,0,0,6.6,0,48.2,14.1,Green
2025-03-15,10,J003,Jhansi Rani Square,Sitabuldi,21.1,41.4,3,0,0,0,23.7,0,39.4,16.36,Green
2025-03-15,10,J004,GPO Square,Sitabuldi,32.9,42.3,6,0,0,0,47.0,0,71.6,29.52,Yellow
2025-03-15,10,J005,Zero Mile,Sitabuldi,41.6,33.4,4,0,0,0,61.5,0,32.1,29.3,Yellow
2025-03-15,10,J006,Munje Square,Sitabuldi,39.1,34.0,1,0,0,0,50.5,0,52.5,23.45,Green
2025-03-15,13,J001,Variety Square,Sitabuldi,47.7,30.1,1,0,0,0,40.4,0,49.2,24.33,Green
2025-03-15,13,J002,Panchsheel Square,Sitabuldi,43.5,33.7,3,0,0,0,28.8,0,42.6,24.01,Green
2025-03-15,13,J003,Jhansi Rani Square,Sitabuldi,41.2,36.9,1,0,0,1,26.6,0,46.1,27.17,Yellow
2025-03-15,13,J004,GPO Square,Sitabuldi,36.1,36.6,3,0,0,0,10.5,0,46.9,19.25,Green
2025-03-15,13,J005,Zero Mile,Sitabuldi,28.7,40.0,4,0,0,0,10.2,0,34.5,17.86,Green
2025-03-15,13,J006,Munje Square,Sitabuldi,38.0,37.3,1,0,0,0,7.7,0,32.0,15.65,Green
2025-03-15,17,J001,Variety Square,Sitabuldi,51.8,31.6,6,0,0,0,53.4,0,62.6,35.67,Yellow
2025-03-15,17,J002,Panchsheel Square,Sitabuldi,76.2,18.7,9,0,0,0,40.5,0,60.5,45.48,Yellow
2025-03-15,17,J003,Jhansi Rani Square,Sitabuldi,70.4,20.3,11,0,0,0,43.0,0,60.8,45.61,Yellow
2025-03-15,17,J004,GPO Square,Sitabuldi,61.5,26.7,8,0,0,0,60.6,0,30.2,41.05,Yellow
2025-03-15,17,J005,Zero Mile,Sitabuldi,64.1,25.9,5,0,0,0,65.3,0,64.5,39.74,Yellow
2025-03-15,17,J006,Munje Square,Sitabuldi,35.2,33.3,5,0,0,0,51.9,0,23.9,27.04,Yellow
2025-03-15,18,J001,Variety Square,Sitabuldi,80.4,19.2,11,0,0,0,80.9,0,44.3,53.49,Orange
2025-03-15,18,J002,Panchsheel Square,Sitabuldi,46.6,23.7,8,0,0,0,38.4,0,53.0,34.39,Yellow
2025-03-15,18,J003,Jhansi Rani Square,Sitabuldi,52.6,30.9,6,0,0,0,65.5,0,28.6,36.03,Yellow
2025-03-15,18,J004,GPO Square,Sitabuldi,59.4,26.7,8,0,0,0,56.1,0,31.5,39.81,Yellow
2025-03-15,18,J005,Zero Mile,Sitabuldi,32.8,43.9,9,0,0,0,77.6,0,12.1,35.59,Yellow
2025-03-15,18,J006,Munje Square,Sitabuldi,54.5,30.3,10,0,0,0,57.1,0,43.1,42.07,Yellow
2025-03-15,19,J001,Variety Square,Sitabuldi,50.8,33.2,6,0,0,0,82.7,0,64.9,39.9,Yellow
2025-03-15,19,J002,Panchsheel Square,Sitabuldi,68.8,28.4,5,0,0,0,46.6,0,33.2,36.8,Yellow
2025-03-15,19,J003,Jhansi Rani Square,Sitabuldi,73.5,22.1,7,0,0,0,62.8,0,14.6,42.68,Yellow
2025-03-15,19,J004,GPO Square,Sitabuldi,38.0,37.2,7,0,0,0,58.0,0,23.4,31.77,Yellow
2025-03-15,19,J005,Zero Mile,Sitabuldi,53.6,31.8,11,0,0,0,11.6,0,48.3,35.24,Yellow
2025-03-15,19,J006,Munje Square,Sitabuldi,95.9,16.3,9,0,0,0,57.9,0,46.3,53.27,Orange
2025-03-15,20,J001,Variety Square,Sitabuldi,37.0,37.1,5,0,0,0,18.3,0,63.3,24.51,Green
2025-03-15,20,J002,Panchsheel Square,Sitabuldi,33.8,32.0,1,0,0,0,25.9,0,9.1,15.99,Green
2025-03-15,20,J003,Jhansi Rani Square,Sitabuldi,43.6,35.5,3,0,0,0,38.4,0,35.1,25.08,Yellow
2025-03-15,20,J004,GPO Square,Sitabuldi,23.8,38.6,3,0,0,0,25.2,0,8.7,15.86,Green
2025-03-15,20,J005,Zero Mile,Sitabuldi,22.8,40.6,1,0,0,0,52.8,0,38.9,18.2,Green
2025-03-15,20,J006,Munje Square,Sitabuldi,15.4,46.1,3,0,0,0,35.0,1,36.1,21.42,Green
2025-03-16,8,J001,Variety Square,Sitabuldi,72.5,21.3,10,0,0,0,62.9,0,53.4,48.85,Yellow
2025-03-16,8,J002,Panchsheel Square,Sitabuldi,75.2,20.1,2,0,0,0,81.9,0,48.6,40.28,Yellow
2025-03-16,8,J003,Jhansi Rani Square,Sitabuldi,54.4,26.5,7,0,0,0,7.6,0,28.9,29.41,Yellow
2025-03-16,8,J004,GPO Square,Sitabuldi,55.9,28.2,3,0,0,0,59.4,0,32.2,31.8,Yellow
2025-03-16,8,J005,Zero Mile,Sitabuldi,90.5,18.2,8,0,0,0,100.0,0,44.2,56.37,Orange
2025-03-16,8,J006,Munje Square,Sitabuldi,50.3,34.6,3,0,0,0,88.9,0,26.6,34.25,Yellow
2025-03-16,9,J001,Variety Square,Sitabuldi,76.7,27.6,5,0,0,0,45.2,0,40.5,39.3,Yellow
2025-03-16,9,J002,Panchsheel Square,Sitabuldi,78.6,22.9,11,0,0,0,65.8,0,62.5,51.58,Orange
2025-03-16,9,J003,Jhansi Rani Square,Sitabuldi,61.8,30.0,9,0,0,0,45.0,0,20.8,39.82,Yellow
2025-03-16,9,J004,GPO Square,Sitabuldi,56.9,28.5,13,0,0,0,62.6,0,48.3,43.87,Yellow
2025-03-16,9,J005,Zero Mile,Sitabuldi,76.8,31.3,4,0,0,0,79.0,0,40.7,42.93,Yellow
2025-03-16,9,J006,Munje Square,Sitabuldi,41.6,35.0,11,0,0,0,69.4,0,34.4,39.6,Yellow
2025-03-16,10,J001,Variety Square,Sitabuldi,33.7,31.2,2,0,0,0,32.9,0,38.3,19.96,Green
2025-03-16,10,J002,Panchsheel Square,Sitabuldi,14.7,42.0,4,0,0,0,22.9,0,49.5,16.32,Green
2025-03-16,10,J003,Jhansi Rani Square,Sitabuldi,63.5,31.0,4,0,0,0,31.9,0,25.8,31.12,Yellow
2025-03-16,10,J004,GPO Square,Sitabuldi,20.8,37.9,3,0,0,0,29.8,0,61.4,18.27,Green
2025-03-16,10,J005,Zero Mile,Sitabuldi,47.8,28.0,4,0,0,1,30.0,0,28.7,33.26,Yellow
2025-03-16,10,J006,Munje Square,Sitabuldi,55.2,27.5,5,0,0,0,38.9,0,14.3,30.62,Yellow
2025-03-16,13,J001,Variety Square,Sitabuldi,25.5,43.1,4,0,0,0,23.7,1,78.4,26.36,Yellow
2025-03-16,13,J002,Panchsheel Square,Sitabuldi,58.3,29.2,0,0,0,0,41.9,0,48.7,26.22,Yellow
2025-03-16,13,J003,Jhansi Rani Square,Sitabuldi,34.6,33.2,3,0,0,1,19.1,0,31.7,26.32,Yellow
2025-03-16,13,J004,GPO Square,Sitabuldi,22.8,36.0,5,0,0,0,40.1,0,36.7,22.17,Green
2025-03-16,13,J005,Zero Mile,Sitabuldi,0.0,49.9,8,0,0,0,38.5,0,11.7,18.35,Green
2025-03-16,13,J006,Munje Square,Sitabuldi,45.2,34.9,4,0,0,0,27.6,0,29.5,25.17,Yellow
2025-03-16,17,J001,Variety Square,Sitabuldi,78.3,29.8,8,0,0,0,38.7,0,39.1,43.26,Yellow
2025-03-16,17,J002,Panchsheel Square,Sitabuldi,61.5,21.7,8,0,0,0,71.1,0,43.7,43.3,Yellow
2025-03-16,17,J003,Jhansi Rani Square,Sitabuldi,49.4,28.9,9,0,0,0,30.7,0,20.7,33.97,Yellow
2025-03-16,17,J004,GPO Square,Sitabuldi,40.2,37.3,5,0,0,0,58.1,0,40.0,30.28,Yellow
2025-03-16,17,J005,Zero Mile,Sitabuldi,46.4,26.6,9,0,0,1,60.5,0,43.3,45.65,Yellow
2025-03-16,17,J006,Munje Square,Sitabuldi,73.7,18.7,8,0,0,0,19.4,0,33.8,38.69,Yellow
2025-03-16,18,J001,Variety Square,Sitabuldi,45.0,30.0,12,0,0,0,50.6,0,58.9,39.05,Yellow
2025-03-16,18,J002,Panchsheel Square,Sitabuldi,84.2,25.1,7,0,0,0,62.0,0,42.4,47.17,Yellow
2025-03-16,18,J003,Jhansi Rani Square,Sitabuldi,51.2,22.4,8,0,0,0,40.7,0,29.2,34.92,Yellow
2025-03-16,18,J004,GPO Square,Sitabuldi,60.3,23.2,11,0,0,1,27.1,0,33.7,45.84,Yellow
2025-03-16,18,J005,Zero Mile,Sitabuldi,21.4,41.9,4,0,0,0,53.9,1,43.2,27.92,Yellow
2025-03-16,18,J006,Munje Square,Sitabuldi,67.5,28.2,6,0,0,0,82.2,0,43.0,43.74,Yellow
2025-03-16,19,J001,Variety Square,Sitabuldi,74.2,24.8,12,0,0,1,60.6,0,61.4,56.41,Orange
2025-03-16,19,J002,Panchsheel Square,Sitabuldi,63.6,23.2,7,0,0,0,65.1,0,71.9,42.95,Yellow
2025-03-16,19,J003,Jhansi Rani Square,Sitabuldi,81.4,27.5,11,0,0,0,51.3,0,40.1,49.11,Yellow
2025-03-16,19,J004,GPO Square,Sitabuldi,61.8,23.8,10,0,0,0,63.6,0,42.0,45.17,Yellow
2025-03-16,19,J005,Zero Mile,Sitabuldi,63.4,28.3,11,0,0,0,35.8,0,32.4,41.0,Yellow
2025-03-16,19,J006,Munje Square,Sitabuldi,72.2,23.4,9,0,0,0,77.2,0,28.3,48.15,Yellow
2025-03-16,20,J001,Variety Square,Sitabuldi,32.2,46.7,1,0,0,0,39.9,0,43.5,19.31,Green
2025-03-16,20,J002,Panchsheel Square,Sitabuldi,26.1,41.4,2,0,0,0,40.1,0,30.2,18.36,Green
2025-03-16,20,J003,Jhansi Rani Square,Sitabuldi,28.6,34.8,3,0,0,0,18.0,0,38.1,17.69,Green
2025-03-16,20,J004,GPO Square,Sitabuldi,24.2,43.8,0,0,0,0,48.6,0,40.4,16.58,Green
2025-03-16,20,J005,Zero Mile,Sitabuldi,30.0,38.1,7,0,0,0,42.4,0,43.9,28.07,Yellow
2025-03-16,20,J006,Munje Square,Sitabuldi,4.1,44.7,2,0,0,0,33.6,0,27.9,10.68,Green
2025-03-17,8,J001,Variety Square,Sitabuldi,76.7,19.7,11,0,0,0,63.8,0,61.7,50.66,Orange
2025-03-17,8,J002,Panchsheel Square,Sitabuldi,64.7,23.2,7,0,0,0,62.8,0,70.3,42.84,Yellow
2025-03-17,8,J003,Jhansi Rani Square,Sitabuldi,75.8,14.1,13,0,0,0,90.2,0,21.1,52.31,Orange
2025-03-17,8,J004,GPO Square,Sitabuldi,96.8,16.3,8,0,0,0,50.1,0,40.5,50.59,Orange
2025-03-17,8,J005,Zero Mile,Sitabuldi,87.1,22.0,5,0,0,0,71.7,0,44.7,46.63,Yellow
2025-03-17,8,J006,Munje Square,Sitabuldi,54.6,33.5,8,0,0,0,52.7,0,32.5,37.92,Yellow
2025-03-17,9,J001,Variety Square,Sitabuldi,43.9,36.3,6,0,0,0,78.2,0,55.9,36.69,Yellow
2025-03-17,9,J002,Panchsheel Square,Sitabuldi,81.3,23.2,7,0,0,0,74.3,0,64.5,49.26,Yellow
2025-03-17,9,J003,Jhansi Rani Square,Sitabuldi,75.9,24.2,10,0,0,0,62.7,0,50.1,49.67,Yellow
2025-03-17,9,J004,GPO Square,Sitabuldi,60.0,17.0,7,0,0,0,58.9,0,47.5,39.7,Yellow
2025-03-17,9,J005,Zero Mile,Sitabuldi,79.7,26.8,9,0,0,0,58.2,0,16.8,47.0,Yellow
2025-03-17,9,J006,Munje Square,Sitabuldi,74.1,23.0,7,0,0,0,47.8,0,27.1,41.24,Yellow
2025-03-17,10,J001,Variety Square,Sitabuldi,59.9,33.2,1,0,0,0,36.6,0,45.8,27.25,Yellow
2025-03-17,10,J002,Panchsheel Square,Sitabuldi,27.3,41.0,4,0,0,0,47.5,0,33.2,22.97,Green
2025-03-17,10,J003,Jhansi Rani Square,Sitabuldi,35.7,37.3,2,0,0,1,29.9,0,30.6,26.74,Yellow
2025-03-17,10,J004,GPO Square,Sitabuldi,24.2,33.4,1,0,0,0,23.3,0,17.0,13.12,Green
2025-03-17,10,J005,Zero Mile,Sitabuldi,51.7,31.3,2,0,0,0,41.5,0,32.0,26.35,Yellow
2025-03-17,10,J006,Munje Square,Sitabuldi,59.2,29.7,3,0,0,0,39.3,0,48.4,30.57,Yellow
2025-03-17,13,J001,Variety Square,Sitabuldi,50.0,41.2,0,0,0,0,46.2,0,42.0,24.01,Green
2025-03-17,13,J002,Panchsheel Square,Sitabuldi,21.3,40.3,2,0,0,0,44.3,0,31.6,17.62,Green
2025-03-17,13,J003,Jhansi Rani Square,Sitabuldi,50.1,36.2,3,0,0,0,27.4,0,40.7,25.66,Yellow
2025-03-17,13,J004,GPO Square,Sitabuldi,34.7,39.6,4,0,0,0,34.4,0,52.1,24.17,Green
2025-03-17,13,J005,Zero Mile,Sitabuldi,53.3,38.6,6,0,0,1,52.4,0,28.9,41.28,Yellow
2025-03-17,13,J006,Munje Square,Sitabuldi,55.2,26.6,1,0,0,1,28.1,0,47.5,31.64,Yellow
2025-03-17,17,J001,Variety Square,Sitabuldi,59.4,26.6,4,0,0,0,81.8,0,61.0,39.16,Yellow
2025-03-17,17,J002,Panchsheel Square,Sitabuldi,67.7,28.3,5,0,0,0,63.2,0,76.1,41.08,Yellow
2025-03-17,17,J003,Jhansi Rani Square,Sitabuldi,100.0,15.4,10,1,0,0,72.0,0,61.7,58.89,Orange
2025-03-17,17,J004,GPO Square,Sitabuldi,65.6,28.9,9,0,0,0,55.2,0,39.9,43.45,Yellow
2025-03-17,17,J005,Zero Mile,Sitabuldi,57.6,36.8,9,0,0,0,47.0,0,30.1,39.34,Yellow
2025-03-17,17,J006,Munje Square,Sitabuldi,62.7,26.8,6,0,0,0,74.3,0,30.2,40.45,Yellow
2025-03-17,18,J001,Variety Square,Sitabuldi,82.0,22.0,9,0,0,0,68.8,0,33.7,50.09,Orange
2025-03-17,18,J002,Panchsheel Square,Sitabuldi,38.6,40.4,7,0,0,1,65.8,0,66.7,42.29,Yellow
2025-03-17,18,J003,Jhansi Rani Square,Sitabuldi,67.7,27.6,3,0,0,0,82.7,0,27.1,38.56,Yellow
2025-03-17,18,J004,GPO Square,Sitabuldi,83.7,17.7,10,0,0,0,52.0,0,38.7,49.85,Yellow
2025-03-17,18,J005,Zero Mile,Sitabuldi,67.1,27.1,9,0,0,0,45.2,0,32.0,41.99,Yellow
2025-03-17,18,J006,Munje Square,Sitabuldi,61.3,24.6,6,0,0,1,55.1,0,38.6,44.59,Yellow
